,guess,information
2009,coyly,3.884416827912989
2010,going,3.8836264498228155
2011,blood,3.8829606195773954
2012,thumb,3.8811568731388935
2013,booty,3.8765515333784184
2014,broom,3.8707445527178024
2015,hilly,3.8700948543341456
2016,nylon,3.8682686896532603
2017,golly,3.8672488983291515
2018,outdo,3.866559219406252
2019,pupil,3.8665456368503723
2020,staff,3.866278914215176
2021,salsa,3.864886956140534
2022,spasm,3.8630904134862742
2023,dwell,3.861617059177029
2024,geese,3.8610852273089313
2025,whisk,3.860720758788576
2026,hurry,3.860191825685633
2027,floss,3.858898836569223
2028,proof,3.857728111193169
2029,duchy,3.8527112934114696
2030,plumb,3.8527054158869927
2031,karma,3.8480142735878458
2032,crock,3.847405619510612
2033,aging,3.845684169141788
2034,bawdy,3.844991611808849
2035,knoll,3.8418854006475556
2036,fungi,3.841823960273582
2037,villa,3.8415207296003873
2038,wedge,3.8403759668870285
2039,annex,3.8402271448850636
2040,rigid,3.8384410716205575
2041,crick,3.8359702299472795
2042,picky,3.8358419049425083
2043,gayly,3.832776655526161
2044,whack,3.8316105435041363
2045,chump,3.8274887048933284
2046,icily,3.8274394334482076
2047,apply,3.825873711703688
2048,comma,3.8249237165174677
2049,toddy,3.8218403618047665
2050,digit,3.8216229784438873
2051,vodka,3.817521103796032
2052,manga,3.8164585641339155
2053,axial,3.8156596388588877
2054,nutty,3.814940387643385
2055,dryly,3.8142200274230893
2056,hitch,3.8112630495593525
2057,cinch,3.8076861612268127
2058,dusky,3.80612978488429
2059,queen,3.804768851322819
2060,caddy,3.8032794628297313
2061,ozone,3.8031329571169694
2062,refer,3.8014130868902853
2063,leggy,3.8003143494369933
2064,pooch,3.7999516189727904
2065,swash,3.799412840871417
2066,equip,3.798897650062216
2067,igloo,3.7971688703573667
2068,tabby,3.79625455895482
2069,lymph,3.7955612332951354
2070,epoxy,3.7935348867351646
2071,husky,3.7933515760419425
2072,visit,3.792091008165667
2073,bitty,3.79019516700314
2074,hunky,3.7898879179938456
2075,tight,3.7880028175331693
2076,amaze,3.7877934259669885
2077,wacky,3.785883743240737
2078,gloom,3.7849630952907996
2079,mossy,3.782759473051491
2080,couch,3.780781747220992
2081,tweet,3.779311552556104
2082,timid,3.7779589934202034
2083,howdy,3.775594049822001
2084,lipid,3.77328804629781
2085,outgo,3.771953169991525
2086,jerky,3.77157653625683
2087,excel,3.770527914763412
2088,comic,3.7685091320287993
2089,judge,3.767503738537302
2090,billy,3.7665362880619226
2091,blurb,3.76617458678315
2092,flood,3.7656531037801244
2093,fanny,3.7629227628560185
2094,pudgy,3.762389133456823
2095,skull,3.7585003913145583
2096,weedy,3.7548912154174015
2097,brook,3.7537770717531025
2098,kiosk,3.753368966748809
2099,wooly,3.7528292025836896
2100,embed,3.7521004563677844
2101,eject,3.7503798180878247
2102,uncut,3.7501093348353423
2103,bezel,3.748713408741391
2104,vying,3.7486046089181766
2105,missy,3.746183473058209
2106,bulky,3.745834340433051
2107,shook,3.737059759807085
2108,musky,3.727694739643091
2109,bossy,3.7265398609358913
2110,bloom,3.7220510251098102
2111,mafia,3.721405482738197
2112,forgo,3.720994014144414
2113,quirk,3.718676453099789
2114,soggy,3.717463056771172
2115,dumpy,3.7163676776815944
2116,evoke,3.7147773878190478
2117,dully,3.711235784721656
2118,sushi,3.7102452504204053
2119,thigh,3.705867637385609
2120,usurp,3.7048479701920556
2121,gumbo,3.7039590373299185
2122,putty,3.7023718492337228
2123,offal,3.700992708379887
2124,folly,3.699844569694804
2125,clock,3.6986658740980474
2126,click,3.6936133655652004
2127,shyly,3.6906991311172583
2128,juicy,3.6890604397462123
2129,polyp,3.6866884575327696
2130,cynic,3.6858986022020677
2131,rajah,3.685415047897967
2132,taffy,3.6840796074675457
2133,fjord,3.6781213469258685
2134,allay,3.6755622656831863
2135,stiff,3.675228854890369
2136,idyll,3.66405371812308
2137,paddy,3.6628716814883653
2138,expel,3.66245846353812
2139,geeky,3.6622660770630118
2140,furry,3.660053391636275
2141,civil,3.657461472002028
2142,witty,3.6558889474118175
2143,beefy,3.655852803945322
2144,nymph,3.655737617979944
2145,myrrh,3.651291593171138
2146,wimpy,3.6510850928757015
2147,spook,3.6492480983804425
2148,filly,3.649179729721757
2149,kebab,3.6479341834093226
2150,cacao,3.6467978179123204
2151,gawky,3.645950270206813
2152,sniff,3.6434516064986586
2153,swoop,3.637101827124754
2154,willy,3.633092032165049
2155,hutch,3.6301200082823115
2156,abyss,3.6299125694008967
2157,level,3.629280938630581
2158,ruddy,3.6243432828948934
2159,kitty,3.6235154437602057
2160,gully,3.62218156251508
2161,undid,3.620153672285099
2162,lupus,3.619804178141806
2163,lowly,3.619763765297007
2164,bosom,3.613464373568865
2165,cliff,3.613462819848025
2166,spoof,3.6103116651322074
2167,swish,3.6074777353334015
2168,goody,3.6072091668550916
2169,tooth,3.606298635658715
2170,cabby,3.606107275740061
2171,hussy,3.604843826418626
2172,knack,3.5968880752035064
2173,bongo,3.596868792391049
2174,pixie,3.5968377820674613
2175,moody,3.5958119305402723
2176,juror,3.5927531191903963
2177,oddly,3.591726205133358
2178,squib,3.588178708628268
2179,inbox,3.586171889742042
2180,hippo,3.5859416410363827
2181,savvy,3.585113267234457
2182,quell,3.5848225892056376
2183,happy,3.584127537532025
2184,funky,3.5735809069325977
2185,fugue,3.5719949891327456
2186,macaw,3.570837349522275
2187,booze,3.5692330906380136
2188,verve,3.567978105050824
2189,papal,3.5665844944416767
2190,idiom,3.562432190692067
2191,hunch,3.562241501606476
2192,skulk,3.5606388703089404
2193,bully,3.559037607558532
2194,jewel,3.558522842112404
2195,mucky,3.5560782424300097
2196,mambo,3.556065453421184
2197,quack,3.554520754171973
2198,lobby,3.55440491969006
2199,tatty,3.5525520654492517
2200,wryly,3.5514998103234663
2201,llama,3.5456082757343474
2202,unzip,3.5430247947721787
2203,icing,3.535174714533614
2204,plaza,3.5319615846776475
2205,emcee,3.5291167098375924
2206,aback,3.5158731254520146
2207,cocoa,3.5132410475420857
2208,pulpy,3.5129129274430557
2209,onion,3.5041649368040177
2210,ovoid,3.501296468178487
2211,chaff,3.4945358913348405
2212,cubic,3.4945217588296
2213,guava,3.484915995463062
2214,scoff,3.484283860275983
2215,fifth,3.4840342160494657
2216,cluck,3.478324976248902
2217,livid,3.4696610954236893
2218,check,3.4690331624577304
2219,jetty,3.4673814412343047
2220,fifty,3.4616498690247286
2221,khaki,3.460779659828528
2222,stuff,3.456565160810554
2223,fully,3.4551324864999815
2224,skunk,3.4532673667203415
2225,jelly,3.449331254421944
2226,plump,3.44338439967793
2227,bunny,3.440730766701211
2228,amass,3.4389705548475398
2229,assay,3.437651403458353
2230,baggy,3.43707799036975
2231,dodgy,3.4361302175111508
2232,woody,3.425437112941992
2233,quill,3.4211765670324845
2234,snuff,3.4201433966882973
2235,knock,3.4171208524908194
2236,vigil,3.410714258940766
2237,motto,3.3968276005917284
2238,fussy,3.3866423832566572
2239,quick,3.3865189489833383
2240,mucus,3.3817099595410824
2241,sassy,3.3810280121981835
2242,hippy,3.3797768114886004
2243,widow,3.3750589478083737
2244,goofy,3.3728029819779506
2245,giddy,3.3636470974961226
2246,whoop,3.362900814158584
2247,chock,3.350894644325173
2248,gruff,3.3383020710546534
2249,funny,3.335268388590178
2250,piggy,3.334356126272371
2251,chick,3.328464014430966
2252,biddy,3.3284428595384825
2253,nanny,3.3222507019832985
2254,ninja,3.320096403293791
2255,which,3.3090038261157693
2256,kinky,3.301986201566211
2257,buxom,3.301325806404789
2258,humus,3.30024708002379
2259,jolly,3.2977973480792375
2260,hobby,3.2837148216889203
2261,slyly,3.24654118159863
2262,femme,3.2413024533630326
2263,dowdy,3.2186716686775076
2264,maxim,3.2157823989535776
2265,gypsy,3.207862966962827
2266,sissy,3.172314240723851
2267,madam,3.167531512145924
2268,muddy,3.167020881539515
2269,foggy,3.166118669196251
2270,dummy,3.161010016552421
2271,skiff,3.157781962875961
2272,known,3.152528898352065
2273,jumbo,3.141339601794671
2274,twixt,3.1304041044196214
2275,bluff,3.1278349672272263
2276,chuck,3.12745651686631
2277,buddy,3.1266915040990035
2278,guppy,3.114805786878867
2279,humph,3.101136936795476
2280,ninny,3.087180033733345
2281,gummy,3.069773381164439
2282,jumpy,3.057807700291583
2283,shush,3.0421056143697633
2284,pizza,3.038891986061434
2285,daddy,3.0252904220005297
2286,minim,3.0198584420982897
2287,buggy,3.0141922825817904
2288,queue,3.0063194194973457
2289,gamma,2.9945220375129
2290,magma,2.982517862444478
2291,boozy,2.9650251514235104
2292,puffy,2.940354829065285
2293,kayak,2.9290836739733255
2294,whiff,2.9126957867988366
2295,mammy,2.896407106671817
2296,booby,2.8948896587823567
2297,affix,2.870085055160947
2298,kappa,2.844282237714907
2299,woozy,2.836411511998973
2300,pygmy,2.835613376349311
2301,mimic,2.8185297253139554
2302,poppy,2.8117468911500727
2303,dizzy,2.759449545334836
2304,civic,2.6778654980665078
2305,bobby,2.607676717644889
2306,fluff,2.5657898308262572
2307,puppy,2.5625683992972794
2308,vivid,2.5269984040687232
2309,jiffy,2.5081005279967132
2310,fizzy,2.5068558350757555
2311,mummy,2.479609564224389
2312,mamma,2.39862017498531
2313,jazzy,2.3090773855798967
2314,fuzzy,2.305734237551106
